ID ,TAG ID ,TIPOLOGIA ,TITOLO,Anno,Provenienza,AUTORE ,TIMESTAMP
1613,75,tipologia PKZHETI41Y,titolo 9NGD42THRK,1947,citta OYRXF1G2WY,Nome autore 1613,1663924638
1614,63,tipologia S3CZFJCJL4,titolo 28RRDIQ6UB,1995,citta 2EQOKTNN1N,Nome autore 1614,1663924638
1615,35,tipologia GDVEKRVXZS,titolo QOISYGIXFU,1972,citta R0TLOR7G66,Nome autore 1615,1663924638
1616,62,tipologia V8MV2S3EK6,titolo RMHWJWBNZU,2000,citta VDEA3RIS8C,Nome autore 1616,1663924638
1617,17,tipologia XIGP92FDWW,titolo OUA3NUFQQ2,1956,citta 9P5WHRWB3A,Nome autore 1617,1663924638
1618,62,tipologia 0753B41WJ3,titolo SAZPTL5Y4L,2003,citta 0WWP5CCGWZ,Nome autore 1618,1663924638
1619,100,tipologia OJIWLV67YM,titolo 0XW8UXRAPV,1987,citta 2W7PVL7PE4,Nome autore 1619,1663924638
1620,56,tipologia K6BVTCGKGM,titolo K2B8H84NNG,1964,citta OK3BXMHHNZ,Nome autore 1620,1663924638
1621,62,tipologia WNKHNLD3R4,titolo 9MIGB0ZWSW,1958,citta DQK906XMR2,Nome autore 1621,1663924638
1622,34,tipologia P3SSUCP5VP,titolo F2WFFOEUSC,1966,citta DJ3HWI2K4K,Nome autore 1622,1663924638
1623,27,tipologia HSYX2QZCBH,titolo KAUH484P78,2004,citta O4F3OZ7W2C,Nome autore 1623,1663924638
1624,82,tipologia W8WK3LTVNY,titolo PAKTZ6P7DR,1935,citta 48ASGY4N21,Nome autore 1624,1663924638
1625,6,tipologia I4OKZ5WU5E,titolo XKPDVM1ENJ,1936,citta W2WT8PR6K3,Nome autore 1625,1663924638
1626,40,tipologia C6Z8BUBL4T,titolo MBLG0YPIQC,1959,citta FLOFC3OL16,Nome autore 1626,1663924638
1627,47,tipologia IR9BXW6MFQ,titolo USLST0I7A8,1974,citta BSRHA1E6HP,Nome autore 1627,1663924638
1628,97,tipologia 36Q3EC8I9U,titolo 3VI8HB3IXY,1942,citta QNS9XWOTTB,Nome autore 1628,1663924638
1629,36,tipologia ET2PAG4SSD,titolo UJ2IE8MT22,1952,citta 5DUMPSACA3,Nome autore 1629,1663924638
1630,81,tipologia SE003SUF1P,titolo X13WC4D7UO,1932,citta G1ZF2QSX44,Nome autore 1630,1663924638
1631,67,tipologia 0MTH5P5XMI,titolo 9PQ8017EFR,1997,citta F7HSQ2IUL5,Nome autore 1631,1663924638
1632,55,tipologia ZSDF5RCYIG,titolo 1KY24KBBPD,1907,citta BENBEQ6U2F,Nome autore 1632,1663924638
1633,64,tipologia LZ7W0203YO,titolo JX3Q167MNZ,1909,citta XG895WQUOI,Nome autore 1633,1663924638
1634,7,tipologia SJA29N18HB,titolo B7D3J0F4OC,1973,citta 988BMCO9TP,Nome autore 1634,1663924638
1635,47,tipologia S2RDW39RAO,titolo IHQG8C8J0J,1943,citta QPDP5TVTPX,Nome autore 1635,1663924638
1636,35,tipologia SGH64693EX,titolo L62H59HHZ3,2014,citta DY65RHMO6X,Nome autore 1636,1663924638
1637,35,tipologia 7FP4V1KANK,titolo 1VTRPUU5FK,1993,citta NGGKBYREVG,Nome autore 1637,1663924638
1638,49,tipologia 1ZNC20BKN3,titolo E2OZEX5ODD,1923,citta JRS7S9KOO3,Nome autore 1638,1663924638
1639,54,tipologia NVL1IV6RD6,titolo AP49CW9KQK,1938,citta 7FU1Z98NDA,Nome autore 1639,1663924638
1640,58,tipologia LP6FX7JJX7,titolo RRGQ369B1J,1913,citta P2XM2H1Z0I,Nome autore 1640,1663924638
1641,80,tipologia SOXQYYL0KD,titolo TFZD4QEGN2,1972,citta E3SAGPAT2Q,Nome autore 1641,1663924638
1642,17,tipologia AYZP46DUES,titolo KH4W31AEA4,1928,citta OW30K2O395,Nome autore 1642,1663924638
1643,75,tipologia QS4IDRF7NL,titolo Z2UEQBLRTP,1963,citta 4HDTQ4ROIE,Nome autore 1643,1663924638
1644,24,tipologia CERNPBDYZ3,titolo A1Q81XQZH3,1950,citta NX2F5RIX3B,Nome autore 1644,1663924638
1645,84,tipologia R5OD8GI0JS,titolo QSL7YWM09D,1900,citta BI8R264R3P,Nome autore 1645,1663924638
1646,60,tipologia PB1ELQZDBW,titolo 1SMN1KNEFW,1939,citta 38SAOP2ZWG,Nome autore 1646,1663924638
1647,96,tipologia 3W41S5L5S6,titolo V3IYAJBFEL,1927,citta W0X0S38X77,Nome autore 1647,1663924638
1648,43,tipologia 8UZGRZOW6L,titolo XUMO0RJIDX,2005,citta VTFB6VHT89,Nome autore 1648,1663924638
1649,71,tipologia 6PPPIJPSJZ,titolo TIME9SVSE2,1969,citta HCRM3RFGR3,Nome autore 1649,1663924638
1650,33,tipologia Q0IHKZP46Q,titolo OSXH79FJ3S,1980,citta PYTC4CAELI,Nome autore 1650,1663924638
1651,79,tipologia LB0LHVHS9S,titolo 9PP7L4OEHY,1941,citta RMYHPT5SBY,Nome autore 1651,1663924638
1652,1,tipologia 6735IOJ1QT,titolo E50IDOY3GI,1972,citta 4S4JA2I76Q,Nome autore 1652,1663924638
1653,72,tipologia OHPHLC4OLM,titolo B0W7Y324MF,1930,citta E38YHWG2T4,Nome autore 1653,1663924638
1654,40,tipologia YWAF66B168,titolo QEATCU53T7,1967,citta NLPGEZBQG9,Nome autore 1654,1663924638
1655,51,tipologia Y33CN54OQQ,titolo V51LXBR8BF,1959,citta KR3CX6GQYI,Nome autore 1655,1663924638
1656,45,tipologia 6LEQEJRXTB,titolo KSQPGQCQBR,1906,citta IQN77F2TPT,Nome autore 1656,1663924638
1657,98,tipologia S37KIAWF0Y,titolo U4YD04K0I2,1997,citta JVFN6V35JH,Nome autore 1657,1663924638
1658,50,tipologia SIEZ1SRYYA,titolo OBMT9FBTBQ,1909,citta DH1P2WH78K,Nome autore 1658,1663924638
1659,100,tipologia HQPZY5LBGK,titolo OQCWUUVYAQ,2006,citta TO8844E4B4,Nome autore 1659,1663924638
1660,98,tipologia 8VS8M2EG0L,titolo G2DP7TMRK9,1958,citta 8NB8O700BB,Nome autore 1660,1663924638
1661,85,tipologia JJT7VDL285,titolo LTBXGV18YO,1968,citta 10J9QDPJ58,Nome autore 1661,1663924638
1662,35,tipologia LKKMC4PXWG,titolo V8MAGM23QP,1902,citta YSLOYAZOBY,Nome autore 1662,1663924638
1663,29,tipologia 4AGBS4VMEP,titolo 50SXCNFZM3,1918,citta C3IOZWJGB4,Nome autore 1663,1663924638
1664,77,tipologia TXE3VOU5Z7,titolo D5NN6ZRQ0W,1918,citta 29NMVYU680,Nome autore 1664,1663924638
1665,44,tipologia TN1ULE6TV0,titolo FABUVFAV0B,1995,citta B4QIICGQPM,Nome autore 1665,1663924638
1666,88,tipologia 1ZGGBR70BY,titolo E5HF569542,2004,citta 25ZPZIARMC,Nome autore 1666,1663924638
1667,6,tipologia L75C885FRE,titolo YL4C0JYFKS,1923,citta 5TBPRA8HYN,Nome autore 1667,1663924638
1668,1,tipologia ZBS9C1ZYOX,titolo A43PW3D6GE,1901,citta SPJ7XGWAMQ,Nome autore 1668,1663924638
1669,37,tipologia CZ92VXH4F5,titolo TBZRGDCP8B,1918,citta OOZ9CFLOFA,Nome autore 1669,1663924638
1670,57,tipologia OU5EWVQSYM,titolo JC5GILD7CQ,1964,citta K3TK437Z82,Nome autore 1670,1663924638
1671,15,tipologia 4G75O60QAZ,titolo SAR2EG6314,1903,citta FZTSIP9KJA,Nome autore 1671,1663924638
1672,70,tipologia JOQBNMFRVU,titolo XT1DYRK0B1,1908,citta SDZS2UN1QV,Nome autore 1672,1663924638
1673,16,tipologia 8KCGV8NTMM,titolo 62JWU7JEBD,1997,citta 31NN0L0YTQ,Nome autore 1673,1663924638
1674,94,tipologia D69NEMQEN7,titolo W90UAE73IP,1985,citta MUMZ3NFMGX,Nome autore 1674,1663924638
1675,91,tipologia AWLKS7XDEA,titolo 1EV1IZGKSN,1964,citta XZA7RJTA3X,Nome autore 1675,1663924638
1676,59,tipologia 0RT96OWSUG,titolo NAWCFF30GK,1947,citta 70HHAM1S1W,Nome autore 1676,1663924638
1677,7,tipologia SESFXZD8FG,titolo Y3XZ6PHTKG,1983,citta EWGKAZ418H,Nome autore 1677,1663924638
1678,84,tipologia A317FQN3Q5,titolo 7M3HHRRNAK,1980,citta BKWSCRU8ND,Nome autore 1678,1663924638
1679,93,tipologia KF2TDT26VJ,titolo J8QGD36Z1A,2008,citta P18T5KA5VX,Nome autore 1679,1663924638
1680,98,tipologia 5KBW3GMFEZ,titolo QA589V9ZBK,1941,citta 00KBUBY02A,Nome autore 1680,1663924638
1681,1,tipologia EOHF7OG6WS,titolo HOI447QX82,1946,citta C6C81GIV1E,Nome autore 1681,1663924638
1682,3,tipologia B7XZQ98K4B,titolo H6CWQ4R0SV,2004,citta 2WG4SNTN4I,Nome autore 1682,1663924638
1683,96,tipologia 0D1PMS999T,titolo V16VDLSPZM,1938,citta 2ISY0YNSJ6,Nome autore 1683,1663924638
1684,65,tipologia CSZMNKQXMH,titolo MGSOD2MO49,1904,citta T2FVI4NIOD,Nome autore 1684,1663924638
1685,52,tipologia 7CUI5FJN68,titolo DVZWLQO09W,1968,citta 99XTIJ93TC,Nome autore 1685,1663924638
1686,32,tipologia 4R1ANOQ3XU,titolo GOPCYDXITW,1973,citta D6FKI746HE,Nome autore 1686,1663924638
1687,79,tipologia V1SXGXQJ5B,titolo 5QRYI3A0S6,1932,citta VB7X3THCTZ,Nome autore 1687,1663924638
1688,84,tipologia F12KXVCLNC,titolo KH2P07B30B,2012,citta ZNK18VPOF9,Nome autore 1688,1663924638
1689,56,tipologia LTW27BXMEQ,titolo C9PVOHNHTA,1939,citta DWJIB73EPT,Nome autore 1689,1663924638
1690,9,tipologia NGFFNWF9LY,titolo CV9FWZDF2D,1989,citta VHQ2UGB05T,Nome autore 1690,1663924638
1691,66,tipologia HK9CNFIMWJ,titolo PB60MTTFTR,1932,citta L9JYSPPQRV,Nome autore 1691,1663924638
1692,84,tipologia 03I0B1JZNQ,titolo BKVGURAM5U,1931,citta UTHVFKAXU0,Nome autore 1692,1663924638
1693,40,tipologia N1QV07AX16,titolo V7WEACOMDW,1960,citta YIQ8TP4XFT,Nome autore 1693,1663924638
1694,96,tipologia ATH4OQUKDO,titolo MDDEUX2J0K,1956,citta RDY02RPQOI,Nome autore 1694,1663924638
1695,78,tipologia 8QAQHI99XA,titolo 6T7RAH22E2,1989,citta 1KF6LZQ797,Nome autore 1695,1663924638
1696,12,tipologia LZD9NCX7MX,titolo ATPBXB9F02,1998,citta N198XFT2Y2,Nome autore 1696,1663924638
1697,65,tipologia A1N5AL7T2Q,titolo NYRW9ALP28,1942,citta 2N2EP23UU5,Nome autore 1697,1663924638
1698,18,tipologia 7LTVJM9CDS,titolo 8QW5GFEAKY,1942,citta IE6T63EVND,Nome autore 1698,1663924638
1699,13,tipologia 6Q6Q1FGZ7J,titolo AVEK482FRN,1927,citta CWTQGKGMJF,Nome autore 1699,1663924638
1700,66,tipologia H4P882I7HO,titolo PVEDKR5FYQ,1985,citta H8OX1GT9HB,Nome autore 1700,1663924638
1701,8,tipologia 2HLGX0TGHB,titolo OZBCGHEKO2,1994,citta 7ZMZ9DK80U,Nome autore 1701,1663924638
1702,36,tipologia MVM0BIPAIF,titolo N1WG750XQG,1988,citta XVWE6CQ4U3,Nome autore 1702,1663924638
1703,99,tipologia MJXL6GRV9G,titolo EGWKDUNBGL,1960,citta OS450XU6Y4,Nome autore 1703,1663924638
1704,83,tipologia 05420BF0W7,titolo TUT2JAWFEM,1959,citta 06VTU0CBY6,Nome autore 1704,1663924638
1705,89,tipologia V4Y6UGHBS9,titolo MEF8RX0NEC,1982,citta 1CV2PE55RJ,Nome autore 1705,1663924638
1706,19,tipologia 4OLK48YGSL,titolo RER5FVX8VB,1997,citta 0FRD67ZZNE,Nome autore 1706,1663924638
1707,37,tipologia 9JLPRIXB2S,titolo QBZT6GN2QW,1993,citta D9S35NW4UQ,Nome autore 1707,1663924638
1708,53,tipologia 7ISGRN8MCM,titolo 4J4NSEM5VI,1994,citta 7K3M11E2D7,Nome autore 1708,1663924638
1709,7,tipologia QA1DX19QL6,titolo UY7UOE6TLV,1945,citta 57I9JESHHU,Nome autore 1709,1663924638
1710,28,tipologia PPD1RP3BEX,titolo 1YLDV2374A,1922,citta TQSSM7VJUV,Nome autore 1710,1663924638
1711,7,tipologia OPEYZ49JKA,titolo FUFW3HYO87,1926,citta 1DSOGZM3DK,Nome autore 1711,1663924638
1712,73,tipologia BJVM7KZ0RH,titolo KEMURJZL92,1913,citta 4ABQCW0K8U,Nome autore 1712,1663924638
1713,14,tipologia VPA62W9UUT,titolo RV2XIMF4NT,1913,citta 0ZOYBZETJO,Nome autore 1713,1663924638
1714,71,tipologia 6MQ9DI0SPZ,titolo 0TZBZPWOGA,1920,citta 3LFVSQNSQ3,Nome autore 1714,1663924638
1715,89,tipologia P68MHSDMKH,titolo BAZZUON06F,1966,citta 4N5WZIJU38,Nome autore 1715,1663924638
1716,39,tipologia 0F6R1BCB7L,titolo SQPVTJ81DY,1974,citta PCY848O7TL,Nome autore 1716,1663924638
1717,68,tipologia XZYU0T1GVE,titolo UK8LR6IVE1,1901,citta IQGDHSKAS9,Nome autore 1717,1663924638
1718,73,tipologia NL0U736A0L,titolo VYKTEMRKPW,1914,citta Y5XILM5TSO,Nome autore 1718,1663924638
1719,24,tipologia 6DHBJ690OO,titolo 1J2J8P0XY2,1978,citta ML3HLWW84M,Nome autore 1719,1663924638
1720,43,tipologia RFLIYBCVM5,titolo XIQAAKX807,2019,citta PNH4IOR0XH,Nome autore 1720,1663924638
1721,78,tipologia HAI2VSWDDE,titolo HWRKS6U8N7,1919,citta SEXR1O4QH3,Nome autore 1721,1663924638
1722,58,tipologia OVDKLB83VV,titolo VICEIJB6SO,2007,citta YI3356UYPB,Nome autore 1722,1663924638
1723,46,tipologia K07ZHM5LZX,titolo OC1KEX12AH,1924,citta ZBXMS5DHAL,Nome autore 1723,1663924638
1724,91,tipologia 7A0DDKL98U,titolo MBPP3UUBBE,1919,citta 1I6DPCJ3NL,Nome autore 1724,1663924638
1725,81,tipologia L1CJBNYH3N,titolo ID6LEXKA8Z,1980,citta WZZ89LFCT2,Nome autore 1725,1663924638
1726,82,tipologia VM7BR2NLQP,titolo AJAU5FAN9A,2010,citta 1G3QAAP210,Nome autore 1726,1663924638
1727,38,tipologia YGO53A47A6,titolo DPHHN377N5,1919,citta PM2ZJ44IIS,Nome autore 1727,1663924638
1728,27,tipologia 6GJKGYP9HK,titolo Q5HDWSVWPA,1990,citta IIGYBDU5LM,Nome autore 1728,1663924638
1729,64,tipologia TYR0S6EF7G,titolo 1IL8LXVPGH,1937,citta PZCF7VUBXQ,Nome autore 1729,1663924638
1730,7,tipologia YD9GBLRY5P,titolo MKCWMW5ECF,2003,citta 42IKH86SPK,Nome autore 1730,1663924638
1731,32,tipologia Z3GIOHFIBQ,titolo OIEPULZUO5,1974,citta A5K5J132R8,Nome autore 1731,1663924638
1732,58,tipologia 3N0GFQXW2O,titolo 2O1AMMMJH5,1901,citta XFCD4Q6WZZ,Nome autore 1732,1663924638
1733,66,tipologia QG15RPGD01,titolo 913WESUR6Y,1946,citta 3H5LSQO3IV,Nome autore 1733,1663924638
1734,38,tipologia OZ243KPKWZ,titolo PGCZOAJ9Q3,1965,citta RYD0SKPS33,Nome autore 1734,1663924638
1735,1,tipologia J1URX9H8T5,titolo Z9UIFQTHAT,2011,citta IE05ULU71R,Nome autore 1735,1663924638
1736,83,tipologia GJBIIG6HUJ,titolo CMSLPX05JM,1973,citta D3PC1AUR3V,Nome autore 1736,1663924638
1737,85,tipologia 405R4R18FV,titolo UVTPE4XD3S,1941,citta KIJI9ZN5VH,Nome autore 1737,1663924638
1738,20,tipologia 413U7QBFIG,titolo XM1AFFJPAX,1919,citta E6OA3HI1MC,Nome autore 1738,1663924638
1739,86,tipologia JWLMLRX14B,titolo DA8968ACFQ,1968,citta 0JMUWO275H,Nome autore 1739,1663924638
1740,82,tipologia EIPI7DH52D,titolo NDJ3V0TPTX,1939,citta UR9AF7UAMC,Nome autore 1740,1663924638
1741,90,tipologia N1BO62IW1S,titolo BTWQCMJRBY,1940,citta IK1CD2SMYT,Nome autore 1741,1663924638
1742,69,tipologia 53ULCWDU2I,titolo KCKUEIVW2C,1963,citta 3XE21MTDNM,Nome autore 1742,1663924638
1743,58,tipologia CB3ZXTJ84F,titolo 5QM2748WX9,2007,citta QZLO8H1IAK,Nome autore 1743,1663924638
1744,62,tipologia ZYFUZUVNNK,titolo S168Z5XQ5K,1970,citta 4YNVDC6NJJ,Nome autore 1744,1663924638
1745,76,tipologia KU15XTGHN7,titolo 8S6L942IOZ,1998,citta Q3NH317TZR,Nome autore 1745,1663924638
1746,80,tipologia NZ4IKKZNM6,titolo LZ9I86LXDD,1965,citta MZKAWJGZS0,Nome autore 1746,1663924638
1747,34,tipologia NWOUYIM73R,titolo 9G0FULHSO2,1915,citta 9BY5EELRZ9,Nome autore 1747,1663924638
1748,5,tipologia 59F1B3KLR9,titolo EPZC2LMJDV,2017,citta 1Y3UAFYZA1,Nome autore 1748,1663924638
1749,84,tipologia EPVQTJ6BVN,titolo 5ESWO63IUY,1981,citta B8YNFDO734,Nome autore 1749,1663924638
1750,20,tipologia OCTMAGKDTN,titolo BRENJLJXS6,2018,citta W1VWT0JV6W,Nome autore 1750,1663924638
1751,72,tipologia 68TOV8P7P5,titolo Z8R0P2TEL2,1981,citta 6I9BQYZK5V,Nome autore 1751,1663924638
1752,22,tipologia 6AVYRE28BW,titolo LG33ZW2T88,1941,citta OBS87FWD19,Nome autore 1752,1663924638
1753,60,tipologia MLVANGL2KO,titolo E9UR10RB5M,1957,citta 5X0SIRDOC3,Nome autore 1753,1663924638
1754,66,tipologia F5NSOK3T36,titolo KW1AGD9VQO,1992,citta JCPHBHYZQD,Nome autore 1754,1663924638
1755,71,tipologia XU8NBUXRBD,titolo 8THXGHG717,1908,citta CDGN9JBY8Y,Nome autore 1755,1663924638
1756,18,tipologia CU4UEIRX4I,titolo WEYTB5I1M8,1947,citta ZF4UBNDL8F,Nome autore 1756,1663924638
1757,89,tipologia HH3PYBT5ZJ,titolo 69Q59NR6MR,1995,citta WM3SPB13GI,Nome autore 1757,1663924638
1758,5,tipologia 91OPAJ3HQZ,titolo 2YWSWFX3DU,1904,citta 6CGEC7TDMU,Nome autore 1758,1663924638
1759,93,tipologia CATEI4YDFS,titolo BZG0B1S2XV,1908,citta 00FKTY1ALL,Nome autore 1759,1663924638
1760,18,tipologia WIQKLG99OM,titolo ODXMSEOKVD,1905,citta B9O4I5GE5T,Nome autore 1760,1663924638
1761,78,tipologia YPP9O6SF5U,titolo 00AF6EHFMB,1961,citta E9ZR09IFM0,Nome autore 1761,1663924638
1762,28,tipologia QIE5MS08QR,titolo TOPFOQC5ZL,1938,citta ZLKZKQ8C6Y,Nome autore 1762,1663924638
1763,72,tipologia 0UPMFZ3C6L,titolo DA5HI56C0P,1985,citta KG1HX48JZF,Nome autore 1763,1663924638
1764,58,tipologia PV9WG9ABY8,titolo YJRH53UA76,1994,citta AU5XUAG1QN,Nome autore 1764,1663924638
1765,43,tipologia JIMOWDIOPD,titolo NE66IAJUXO,1914,citta RC5RWETOS2,Nome autore 1765,1663924638
1766,36,tipologia Q5UQS8DOKD,titolo N99GIUMALV,1973,citta OGGQR3CPBN,Nome autore 1766,1663924638
1767,80,tipologia FTNA3KHQXN,titolo RYKHHH889I,1995,citta HUK6ZLB44H,Nome autore 1767,1663924638
1768,86,tipologia ABZH6AVGWU,titolo 7FQKBGAFIO,1991,citta 7Q33P8TAWC,Nome autore 1768,1663924638
1769,93,tipologia XJFSE1Z32C,titolo 1EI0IVKW63,1974,citta 31FFTB6WQY,Nome autore 1769,1663924638
1770,9,tipologia E9CA4MEI4R,titolo KY98MTWZ0H,1947,citta OMY4HFVOUT,Nome autore 1770,1663924638
1771,100,tipologia IWGE22BN88,titolo 28DINNC4BW,1989,citta 01Z9ZOJDQ0,Nome autore 1771,1663924638
1772,53,tipologia 4795ZJRGFZ,titolo 9QD61WWA6A,1915,citta IP55FV3OM6,Nome autore 1772,1663924638
1773,42,tipologia OQG5W9H7B8,titolo I8FO82TOCV,1993,citta 2T7XP0CWAT,Nome autore 1773,1663924638
1774,29,tipologia YMI10YENZO,titolo YN5MNN4OBF,1932,citta 1PZ6D3PP7B,Nome autore 1774,1663924638
1775,51,tipologia NTOFJ0RT1Q,titolo LTUHUY87UB,1957,citta GJ9SFEQ3Q6,Nome autore 1775,1663924638
1776,54,tipologia 9FFVASCFMO,titolo 10SHV9HWW3,1902,citta XICSQD8DMR,Nome autore 1776,1663924638
1777,17,tipologia KQZ2KNQ3QX,titolo C521AO8REZ,2003,citta WMT21RFR1E,Nome autore 1777,1663924638
1778,100,tipologia QP0X44ZVE9,titolo ITQM8F5UG1,1935,citta OO3W6QK9FN,Nome autore 1778,1663924638
1779,97,tipologia UPKIWJHXML,titolo 9VEHZHMKZV,1972,citta BWANPP9UOK,Nome autore 1779,1663924638
1780,29,tipologia C4J3OJW5EG,titolo 3JT90OYSA8,1909,citta 8JNEOB905Z,Nome autore 1780,1663924638
1781,57,tipologia PZKCE0SQ5G,titolo GX56DKGFHQ,1982,citta RUW27XFQM8,Nome autore 1781,1663924638
1782,52,tipologia N2374P43W0,titolo W2RYSUTZOY,1970,citta WXWNW8GSL7,Nome autore 1782,1663924638
1783,87,tipologia 69C4RHE12P,titolo 66H59D4CVP,1996,citta 43958745NS,Nome autore 1783,1663924638
1784,35,tipologia YSOPYZ5YY9,titolo HLOM3BWR2D,1970,citta V6M8DVPLK0,Nome autore 1784,1663924638
1785,22,tipologia FXBQG8I47R,titolo OJ1ZJ6MWXF,1985,citta JL75MZEG9G,Nome autore 1785,1663924638
1786,75,tipologia 7G8SGSWVOY,titolo LDUY13ZU9V,1952,citta MPUM4DTNM9,Nome autore 1786,1663924638
1787,24,tipologia 21WGW4J0JT,titolo 9DMYV1E86X,2002,citta EBQ8U6ZUBH,Nome autore 1787,1663924638
1788,17,tipologia LDKT55EB5L,titolo L57SRRX64X,1980,citta KKDTRHYAAU,Nome autore 1788,1663924638
1789,14,tipologia 3UIANKD1VQ,titolo 5100PYKXIQ,1919,citta DAYO8I25QT,Nome autore 1789,1663924638
1790,50,tipologia 7MBNXMQ4VR,titolo 2Y1GT7H7RB,2006,citta 2F0H7GBIN3,Nome autore 1790,1663924638
1791,24,tipologia 4LXZ4TSROF,titolo M0ULRL1R2P,1925,citta VCTVJVAIQG,Nome autore 1791,1663924638
1792,17,tipologia US0V4CVRTL,titolo C9HKQ8O7I7,1989,citta ZD6WD9NF0X,Nome autore 1792,1663924638
1793,70,tipologia OI181RUQ37,titolo 474VN74IVR,1964,citta N844W747QT,Nome autore 1793,1663924638
1794,35,tipologia O0IOXW1QU8,titolo DS1D0BNVGT,1992,citta 2KO7D74O73,Nome autore 1794,1663924638
1795,88,tipologia R4I19NFD7H,titolo X6JZ52GBNG,2012,citta 6ZSWEUV23H,Nome autore 1795,1663924638
1796,67,tipologia 4CJ40FOCC0,titolo TU1KXG38OE,1958,citta Y1APUBA2C1,Nome autore 1796,1663924638
1797,15,tipologia GM08ISZRHJ,titolo KAUSNO9MXF,1959,citta YC669Y6SZE,Nome autore 1797,1663924638
1798,16,tipologia OGJCXE4Q3S,titolo DSDPRUN4Q9,1980,citta MOGUMXHCUF,Nome autore 1798,1663924638
1799,93,tipologia ZKBYA6BK7W,titolo D97A6QTAH4,1953,citta GP8W47WBVN,Nome autore 1799,1663924638
1800,71,tipologia NPZF1D56K8,titolo 63SSJP7R89,1901,citta HX20C4P8Q7,Nome autore 1800,1663924638
1801,99,tipologia S0OB2QT2L8,titolo 1LOHX4GU4R,1907,citta XZJ2S91CSY,Nome autore 1801,1663924638
1802,96,tipologia YG9A2SYTS5,titolo EPR0YB4FAF,1973,citta TC83RNZWP8,Nome autore 1802,1663924638
1803,31,tipologia CQJK3RS5QE,titolo 9PFGJ6A5VF,1923,citta RMT5JR47G0,Nome autore 1803,1663924638
1804,43,tipologia NXUOC1PW0R,titolo VXGUACIJN6,1940,citta HACAGK5EFR,Nome autore 1804,1663924638
1805,33,tipologia SS3FSZ9I1O,titolo LU0YGI5XNL,1945,citta X0I6TMSIXS,Nome autore 1805,1663924638
1806,88,tipologia XGO7RGOYX8,titolo 167MEUR9HU,1907,citta YX5RIU5JZ4,Nome autore 1806,1663924638
1807,96,tipologia I78Q5ISGN4,titolo 4YI7EDM7A3,1914,citta DSJGJN9P4Q,Nome autore 1807,1663924638
1808,72,tipologia LANS1D01QN,titolo FUWZMG96KT,1967,citta SVRSGPIONL,Nome autore 1808,1663924638
1809,46,tipologia F88M198011,titolo GIN4BBYVK5,1925,citta D2XICJEGUG,Nome autore 1809,1663924638
1810,93,tipologia U6W6NC83F3,titolo 3GJ6SE0FBI,1944,citta 4K2FMWYAQB,Nome autore 1810,1663924638
1811,40,tipologia FN92BE92EG,titolo AQ61DZH2CF,1916,citta UEDHN3E29V,Nome autore 1811,1663924638
1812,55,tipologia JP0CY7THM7,titolo J1G1UDN3PT,2006,citta GYPN3I5JRI,Nome autore 1812,1663924638
1813,100,tipologia ETZX34QW8T,titolo K4D650XDAG,1991,citta 6TMY4Y6O47,Nome autore 1813,1663924638
1814,58,tipologia 1Y2HSGYJR8,titolo 670ZRJ416O,1982,citta NK6N4Q5JOB,Nome autore 1814,1663924638
1815,93,tipologia EH98K5EZYG,titolo WF7OBD39PG,1956,citta 8Z22ET6V6P,Nome autore 1815,1663924638
1816,74,tipologia UR7TZFPID1,titolo DV1KP77HGH,1956,citta 8CZAGD3TAA,Nome autore 1816,1663924638
1817,4,tipologia 54MKHI2CM7,titolo RH75PTIDJH,1951,citta 7HMFADZQZ8,Nome autore 1817,1663924638
1818,29,tipologia EE6DBPYICE,titolo XKWO8T21SG,1955,citta EJI1NS3ZXA,Nome autore 1818,1663924638
1819,43,tipologia SBAH5HF37G,titolo MJ5ACINXZF,1948,citta STMN0CA6J3,Nome autore 1819,1663924638
1820,87,tipologia Z96COSNKYM,titolo 60CEMSUBIX,1989,citta 6JCJWVTOUG,Nome autore 1820,1663924638
1821,5,tipologia QD11ZD7M9O,titolo 28Q3R5W5A6,2012,citta N89VIGZB9S,Nome autore 1821,1663924638
1822,38,tipologia S0LVVFDSAC,titolo NG39MOTAZ7,1941,citta D8V96LFU0E,Nome autore 1822,1663924638
1823,73,tipologia 2SBFJ83DOV,titolo EO907K3T0P,1978,citta VWSN3JFRNK,Nome autore 1823,1663924638
1824,22,tipologia 9WQVR8YHIR,titolo IQB3OFL6NQ,1910,citta OP3DAF3TXE,Nome autore 1824,1663924638
1825,60,tipologia 4V00GLQEPB,titolo 7DSSZSAV8R,1956,citta DQ4OW1N1HA,Nome autore 1825,1663924638
1826,39,tipologia 802T3OTQV7,titolo DKBDPZSKC0,1941,citta T4DXWINUL8,Nome autore 1826,1663924638
1827,93,tipologia 1E439D0CC0,titolo YIZ4SMZJZN,1961,citta 1VANY4YANW,Nome autore 1827,1663924638
1828,99,tipologia Y4LCWEL7P5,titolo WNN38307JW,2015,citta KM4UJFFE33,Nome autore 1828,1663924638
1829,45,tipologia 67KZ8T7NHI,titolo YDC2R554Z4,1911,citta 4LJCMUWKEH,Nome autore 1829,1663924638
1830,72,tipologia 8JYDLDBJHX,titolo 810QCW82M8,1900,citta OKRL662NB8,Nome autore 1830,1663924638
1831,40,tipologia HFC9C10U2L,titolo FFQVDW8YDR,1962,citta 3B7SEX3RW6,Nome autore 1831,1663924638
